question_code,正答率,選択率1,選択率2,選択率3,選択率4,選択率5,識別値,70%以上のフラグ
110P106,94,2.4,2.1,1.5,94,,0.03,〇
110P107,67.2,67.2,2,30.1,0.8,,0.41,×
110P108,83.4,1.3,9.9,83.4,5.4,,0.23,〇
110P109,48.7,13.7,48.7,0.8,36.9,,0.20,×
110P110,79.1,79.1,9.9,4.6,6.3,,0.39,〇
110P111,84.5,0.2,2.2,11,84.5,2.2,0.23,〇
110P112,64.8,1.9,77.6,89.7,29.5,1.3,0.41,×
110P113,78,78,13.1,0.2,8.7,,0.29,〇
110P114,92.1,0.5,15.4,7.4,76.7,,0.16,〇
110P115,84.9,1.8,10.5,84.9,2.8,,0.17,〇
110P116,68.2,68.2,1,6,24.7,,0.20,×
110P117,80.9,11.7,1.6,5.8,80.9,,0.15,〇
110P118,48.4,40.2,5.1,48.4,6.3,,0.29,×
110P119,78.3,81.7,1.9,16.5,98.8,1.1,0.33,〇
110P120,98.6,0.3,0.5,0.8,99.3,99.1,0.09,〇
111A001,48.5,2.1,14.6,48.5,34.9,,0.02,×
111A002,93.8,0.8,5.1,93.8,0.4,,0.19,〇
111A003,98.3,0.8,0.4,0.5,98.3,,0.08,〇
111A004,95.2,1.4,95.2,2,1.4,,0.17,〇
111A005,96.2,0.6,0.2,2.9,96.2,,0.14,〇
111A006,99.3,0.5,83.3,16,0.3,,0.05,〇
111A007,81.3,0.3,0.7,81.3,17.7,,0.37,〇
111A008,95.8,2.3,95.8,1.8,0.1,,0.14,〇
111A009,99.2,0.1,0.3,99.2,0.3,,0.05,〇
111A010,99.1,0.3,99.1,0.4,0.2,,0.05,〇
111A011,83.6,6.9,5.4,83.6,4.1,,0.20,〇
111A012,98,0.6,98,0.7,0.6,,0.14,〇
111A013,94.2,3.8,0.3,1.7,94.2,,0.15,〇
111A014,94.3,1.2,94.3,4,0.5,,0.17,〇
111A015,89.1,3.8,89.1,6.8,0.3,,0.15,〇
111A016,98.4,0.2,0.2,1.2,98.4,,0.04,〇
111A017,96.1,1.9,0.4,1.7,96.1,,0.12,〇
111A018,95.2,95.2,3.5,1,0.3,,0.16,〇
111A019,79.2,79.2,0.4,2.1,18.3,,0.08,〇
111A020,98.8,0.6,98.8,0.2,0.5,,0.08,〇
111A021,73.7,7.6,0.5,18.2,73.7,,0.28,〇
111A022,97.7,0.2,0.9,97.7,1.2,,0.09,〇
111A023,94.3,94.3,0.7,0.4,4.6,,0.19,〇
111A024,97.6,0.3,1,97.6,1.1,,0.13,〇
111A025,89.1,2.7,89.1,2.5,2.4,3.4,0.28,〇
111A026,39.4,38.7,39.4,17.9,4,,0.23,×
111A027,69.7,7.1,3.1,20.1,69.7,,0.18,×
111A028,91.1,3,91.1,2.1,3.8,,0.29,〇
111A029,35.3,29.8,16.2,18.7,35.3,,0.26,×
111A030,81.4,3.5,11.1,81.4,3.9,,0.16,〇
111A031,82.5,1.6,2.9,13,82.5,,0.33,〇
111A032,81.1,81.1,12.1,2.8,4,,0.18,〇
111A033,91.2,91.2,1.5,6.8,0.6,,0.18,〇
111A034,84.5,77.7,3.9,6.8,11.6,,0.15,〇
111A035,94.9,94.9,3.2,1.4,0.5,,0.23,〇
111A036,81.1,7.5,81.1,1.5,9.9,,0.12,〇
111A037,65.1,5.9,65.1,28.7,0.4,,0.23,×
111A038,59.4,59.4,2.8,32.8,5,,0.21,×
111A039,97.3,1.4,0.4,1,97.3,,0.10,〇
111A040,97.9,97.9,1.1,0.3,0.7,,0.10,〇
111A041,56.4,56.4,21.9,2.2,19.4,,0.34,×
111A042,98,0.2,1,0.8,98,,0.06,〇
111A043,86.9,0.4,4,8.8,86.9,,0.22,〇
111A044,95.8,0.2,1.4,95.8,2.6,,0.14,〇
111A045,75.1,21.8,1.9,1.2,75.1,,0.34,〇
111A046,83.5,83.5,0.4,13.6,2.6,,0.21,〇
111A047,93.5,1.4,3.1,93.5,1.9,,0.23,〇
111A048,97.4,0.3,97.4,1.7,0.6,,0.14,〇
111A049,98.2,0.7,0.4,0.7,98.2,,0.09,〇
111A050,64.1,2.6,22.3,11,64.1,,0.22,×
111A051,83.2,83.2,3.3,6,7.5,,0.25,〇
111A052,39.2,24.8,21,39.2,15.1,,0.19,×
111A053,71.6,71.6,12.4,5.4,10.6,,0.50,〇
111A054,18.4,54.8,18.4,12.3,14.4,,0.10,×
111A055,97.7,0.8,0.3,1.3,97.7,,0.11,〇
111A056,45.6,45.6,47.5,4.2,2.7,,0.33,×
111A057,64.9,22.7,64.9,8,4.4,,0.11,×
111A058,77.6,3.8,77.6,4.2,14.4,,0.43,〇
111A059,85.9,9.4,3.3,85.9,1.4,,0.14,〇
111A060,98.1,0.3,0.3,98.1,1.3,,0.10,〇
111A061,53.7,16.8,53.7,23.4,6.1,,0.37,×
111A062,36.7,13.2,36.7,29.7,20.4,,0.32,×
111A063,76.7,76.7,7.4,12,3.9,,0.35,〇
111A064,81,14.8,2.2,2.1,81,,0.31,〇
111A065,96.5,1.4,1,1.1,96.5,,0.16,〇
111A066,95.3,95.3,0.2,1.8,2.7,,0.24,〇
111A067,96.3,0.6,96.3,2.4,0.7,,0.12,〇
111A068,97.5,0.2,0.4,2,97.5,,0.13,〇
111A069,98.1,0.6,0.4,98.1,0.9,,0.08,〇
111A070,76.7,2.5,76.7,18,2.8,,0.29,〇
111A071,90.9,90.9,6.6,2.3,0.2,,0.16,〇
111A072,87.3,5.2,1.8,5.7,87.3,,0.21,〇
111A073,98.8,98.8,0.2,0.5,0.5,,0.06,〇
111A074,42.9,42.9,18,23.3,15.8,,0.10,×
111A075,50.2,44.1,5.1,0.5,50.2,,0.32,×
111A076,89.9,1.6,89.9,8,0.5,,0.31,〇
111A077,33.8,2,2.7,56.7,33.8,4.7,0.22,×
111A078,88.1,0.8,0.6,88.1,0.6,9.9,0.29,〇
111A079,85.8,0.5,10.4,85.8,1.5,1.9,0.23,〇
111A080,70.1,16.1,5.3,70.1,0.6,7.9,0.23,〇
111A081,69.8,1.9,69.8,24.5,2.8,0.9,0.32,×
111A082,85.8,4.3,85.8,2.1,2.3,5.5,0.31,〇
111A083,78.6,78.6,8.2,5,1.9,6.4,0.36,〇
111A084,86.4,3.8,6.3,0.9,86.4,2.5,0.28,〇
111A085,80,0.3,3,1.4,80,15.2,0.19,〇
111A086,32.3,14.4,38.5,37.7,21,88.4,0.30,×
111A087,45.8,72.8,27.5,22.5,68,9.3,0.22,×
111A088,57.4,37.9,59.2,1.4,3.7,97.8,0.03,×
111A089,57.4,15.4,17.3,13.1,89.6,64.6,0.40,×
111A090,91.4,,,,,,0.25,〇
111A091,91.5,0.4,6.6,91.5,1.5,,0.17,〇
111A092,93.3,4,93.3,1.2,1.5,,0.13,〇
111A093,71.4,0.7,0.6,27.4,71.4,,0.16,〇
111A094,79.7,79.7,2.7,0.7,16.9,,0.15,〇
111A095,43.4,25.6,9.2,91.4,48.1,25.7,0.20,×
111A096,53.1,85.5,4,42.9,2.7,64.9,0.25,×
111A097,94.8,0.7,94.8,0.7,3.8,,0.19,〇
111A098,79.1,0.9,79.1,16.3,3.8,,0.20,〇
111A099,94.2,94.2,4.4,1.2,0.1,,0.12,〇
111A100,88,4.9,88,4.1,3,,0.29,〇
111A101,97.9,97.9,0.5,0.2,1.5,,0.12,〇
111A102,95.1,1.2,95.1,3.6,0.1,,0.22,〇
111A103,72.9,13.2,5.3,72.9,8.6,,0.34,〇
111A104,83.3,1.1,11.1,83.3,4.5,,0.34,〇
111A105,86.8,86.8,4.2,2.3,6.7,,0.29,〇
111A106,96.6,1.1,2.2,96.6,0.2,,0.14,〇
111A107,91.3,3.4,4.2,1.1,91.3,,0.17,〇
111A108,97.1,0.2,0.4,2.4,97.1,,0.10,〇
111A109,78.7,14.3,78.7,0.3,6.6,,0.30,〇
111A110,77.9,13.8,77.9,6,2.3,,0.22,〇
111A111,93.4,93.4,1.8,3.5,1.4,,0.07,〇
111A112,67.3,0.5,67.3,19.5,12.7,,0.38,×
111A113,98.8,0.3,0.7,98.8,0.2,,0.07,〇
111A114,94.1,94.1,0.6,2.3,3,,0.19,〇
111A115,86.3,4.7,2.4,6.7,86.3,,0.33,〇
111A116,95.9,1.4,0.8,1.8,95.9,,0.16,〇
111A117,96.2,96.2,0.5,0.2,3.1,,0.13,〇
111A118,79.9,79.9,4.7,12.9,2.6,,0.19,〇
111A119,86.9,86.9,0.2,6.5,6.4,,0.22,〇
111A120,94.3,3.9,0.8,1,94.3,,0.18,〇
111P001,76.5,1.8,76.5,19.1,2.6,,0.16,〇
111P002,99,0.2,0.4,0.4,99,,0.08,〇
111P003,99,0.2,99,0.7,0.1,,0.07,〇
111P004,96.6,0.5,2.6,0.3,96.6,,0.16,〇
111P005,97.4,0.3,97.4,2.1,0.1,,0.09,〇
111P006,98.6,0.4,0.7,0.4,98.6,,0.09,〇
111P007,41.4,41.4,57.6,0.8,0.2,,0.26,×
111P008,99.5,99.5,0.4,0.1,0.1,,0.03,〇
111P009,97.4,97.4,2,0.4,0.3,,0.13,〇
111P010,98.1,0.3,0.8,0.8,98.1,,0.10,〇
111P011,98.3,0.7,98.3,0.6,0.4,,0.12,〇
111P012,99.2,0.2,0.4,99.2,0.2,,0.06,〇
111P013,86.7,11.2,0.9,1.2,86.7,,0.32,〇
111P014,94.4,1,94.4,4.1,0.5,,0.23,〇
111P015,95.4,0.8,95.4,0.5,3.2,,0.19,〇
111P016,98.2,0.5,0.5,0.9,98.2,,0.09,〇
111P017,86.2,86.2,12,0.9,0.9,,0.10,〇
111P018,94.4,0.6,2.9,94.4,2.1,,0.26,〇
111P019,85.3,85.3,4.6,2,8.1,,0.33,〇
111P020,98.9,0.2,0.6,98.9,0.3,,0.07,〇
111P021,99.4,99.4,0.1,0.2,0.3,,0.05,〇
111P022,99.4,0.2,0.3,99.4,0.1,,0.04,〇
111P023,96.8,0.7,2.3,0.3,96.8,,0.09,〇
111P024,90.4,4.8,90.4,4.6,0.2,,0.19,〇
111P025,99.3,0.4,99.3,0.2,0.1,,0.03,〇
111P026,77.2,21,77.2,1,0.7,,0.27,〇
111P027,93.5,0.2,0.4,93.5,5.9,,0.25,〇
111P028,46,3.1,4.4,46,46.6,,0.11,×
111P029,31.8,31.8,24.8,14,29.4,,0.12,×
111P030,23.7,32.2,36.9,7.2,23.7,,0.01,×
111P031,48.6,19.2,6.8,25.4,48.6,,0.12,×
111P032,37.5,7.3,37.5,31.2,24.1,,0.11,×
111P033,95.9,1,1.5,1.5,95.9,,0.14,〇
111P034,95.9,2.8,95.9,0.7,0.5,,0.15,〇
111P035,94.7,1.3,94.7,0.9,3.1,,0.15,〇
111P036,99,0.4,0.3,0.3,99,,0.07,〇
111P037,29.1,7.5,29.1,43,20.3,,0.14,×
111P038,96.7,2,0.6,0.7,96.7,,0.14,〇
111P039,64.4,3.6,25.8,64.4,6.2,,0.32,×
111P040,98.5,98.5,0.3,0.4,0.8,,0.11,〇
111P041,66.9,3.3,17.7,66.9,12.1,,0.13,×
111P042,98.7,0.3,0.6,0.4,98.7,,0.09,〇
111P043,85,4.1,10.3,0.6,85,,0.30,〇
111P044,81.3,2.1,13,81.3,3.6,,0.10,〇
111P045,55.5,39.9,55.5,3.4,1.1,,0.18,×
111P046,97.1,0.3,97.1,2,0.7,,0.17,〇
111P047,91.9,4.8,2.9,91.9,0.5,,0.11,〇
111P048,76.3,76.3,5.2,5.5,13,,0.20,〇
111P049,97.1,1,97.1,0.5,1.4,,0.16,〇
111P050,90.4,3.4,90.4,2,4.1,,0.28,〇
111P051,95.3,95.3,3,0.8,0.9,,0.22,〇
111P052,75,3.2,11.1,75,10.7,,0.43,〇
111P053,83.2,83.2,2.5,12.2,2,,0.20,〇
111P054,54.8,9.8,28.8,6.6,54.8,,0.28,×
111P055,91.5,91.5,7.5,0.4,0.7,,0.16,〇
111P056,51.3,0.9,18.1,29.6,51.3,,0.43,×
111P057,93.2,4.5,0.5,93.2,1.8,,0.22,〇
111P058,94.8,94.8,0.6,2.2,2.4,,0.19,〇
111P059,95.2,2.5,1.6,0.7,95.2,,0.20,〇
111P060,62.6,14.4,6.1,16.9,62.6,,0.26,×
111P061,50.1,50.1,3.3,18.1,28.5,,0.28,×
111P062,75.6,8.9,2.4,13.2,75.6,,0.45,〇
111P063,73.5,22.9,73.5,2.3,1.3,,0.34,〇
111P064,75.7,1.5,11,75.7,11.8,,0.15,〇
111P065,54.9,10.9,54.9,4.7,29.5,,0.15,×
111P066,91.7,2.3,91.7,0.9,5.1,,0.23,〇
111P067,79.9,15.7,3.9,0.5,79.9,,0.21,〇
111P068,51,51,7.4,39.4,2.2,,0.19,×
111P069,92,92,6,0.3,1.8,,0.06,〇
111P070,52.8,2.4,52.8,17.4,27.3,,0.21,×
111P071,88.5,88.5,1.3,3.9,6.3,,0.13,〇
111P072,57.3,39.4,57.3,1,2.3,,0.30,×
111P073,98.1,0.3,98.1,0.4,1.2,,0.12,〇
111P074,94.4,2.1,1.4,94.4,2.1,,0.16,〇
111P075,90.3,3.1,2.6,90.3,4.1,,0.25,〇
111P076,57.2,9.2,57.2,14.7,19,,0.04,×
111P077,46.7,14.2,1.6,46.7,29,8.5,-0.08,×
111P078,49.8,26.3,15.5,8,0.5,49.8,0.35,×
111P079,27.9,6,28.7,27.9,28.8,8.6,0.11,×
111P080,83.3,9.2,3.6,1.3,83.3,2.6,0.15,〇
111P081,91,91,4,0.5,3.8,0.7,0.21,〇
111P082,61.6,11.8,1.2,23.9,1.5,61.6,0.30,×
111P083,89,2.2,89,1.1,7,0.6,0.34,〇
111P084,77,0.7,1.4,14.2,77,6.7,0.14,〇
111P085,54,17.8,0.5,25.6,2,54,0.23,×
111P086,86.6,86.6,0.7,1,10.6,1.1,0.34,〇
111P087,12.7,14,35.2,89,46,15.9,0.16,×
111P088,58.8,14.5,25.2,10.8,63.6,86,0.43,×
111P089,60,16.5,5.4,74,20.8,83.3,0.46,×
111P090,77.5,,,,,,0.40,〇
111P091,62.3,62.3,9,13.7,15,,0.27,×
111P092,66.8,8.3,66.8,3.4,21.4,,0.23,×
111P093,93.6,1.3,3,93.6,2,,0.14,〇
111P094,84.7,9,3.3,84.7,3.1,,0.28,〇
111P095,89.6,3,2.4,89.6,5,,0.15,〇
111P096,68,9.2,18.8,95.2,5.6,71.2,0.29,×
111P097,97.5,0.7,0.5,97.5,1.3,,0.11,〇
111P098,96.9,0.4,96.9,2.6,0.1,,0.10,〇
111P099,99.1,0.3,99.1,0.4,0.2,,0.05,〇
111P100,73.9,11.7,1.7,13.5,96,77.2,0.28,〇
111P101,97.5,97.5,1.7,0.3,0.5,,0.14,〇
111P102,91.7,3.3,3.7,91.7,1.3,,0.19,〇
111P103,96.9,1.3,1,0.4,0.4,96.9,0.12,〇
111P104,97.9,0.4,0.5,97.9,1.2,,0.11,〇
111P105,80.1,0.7,18.3,0.7,80.1,0.3,0.17,〇
111P106,93.5,3.4,1,2.1,93.5,,0.23,〇
111P107,98.2,0.7,98.2,0.4,0.8,,0.13,〇
111P108,93.6,3.7,0.8,1.9,93.6,,0.22,〇
111P109,99.6,99.6,0.2,0.1,0.1,,0.03,〇
111P110,98.9,0.6,0.1,0.4,98.9,,0.06,〇
111P111,55.9,35.9,55.9,4.9,3.3,,0.40,×
111P112,96.9,0.3,0.2,2.6,96.9,,0.02,〇
111P113,85.3,6.3,85.3,5.5,3,,0.23,〇
111P114,71.2,71.2,5.4,19.2,4.2,,0.30,〇
111P115,92.8,1.5,5.4,0.8,96.6,95.7,0.18,〇
111P116,34.4,1,2.1,34.4,62.6,,0.19,×
111P117,98.7,0.2,0.4,0.7,98.7,,0.07,〇
111P118,80.3,2.5,0.3,16.9,80.3,,0.27,〇
111P119,36.6,36.6,60.7,2,0.7,,0.14,×
111P120,90,2.3,2,5,90,0.8,0.18,〇
112A001,97.7,0.3,0.8,97.7,1.1,,0.14,〇
112A002,98.5,1,98.5,0.4,0.1,,0.10,〇
112A003,98.5,0.8,0.2,0.4,98.5,,0.08,〇
112A004,96.3,0.2,2,96.3,1.5,,0.05,〇
112A005,92.1,0.3,6.3,1.3,92.1,,0.22,〇
112A006,97.2,0.7,2,97.2,0.2,,0.16,〇
112A007,69.6,9.1,0.4,20.9,69.6,,0.20,×
112A008,98.5,98.5,0.8,0.5,0.2,,0.06,〇
112A009,72.7,12.6,4,10.7,72.7,,0.00,〇
112A010,43.8,0.9,43.8,0.8,54.5,,0.23,×
112A011,89.9,6,1.1,89.9,3,,0.06,〇
